CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
species,blfbul1,Black-fronted Bulbul,Pycnonotus nigricans
species,capbul1,Cape Bulbul,Pycnonotus capensis
species,whsbul1,White-spectacled Bulbul,Pycnonotus xanthopygos
species,whebul1,White-eared Bulbul,Pycnonotus leucotis
species,whcbul2,Himalayan Bulbul,Pycnonotus leucogenys
species,sohbul1,Sooty-headed Bulbul,Pycnonotus aurigaster
species,blwbul1,Blue-wattled Bulbul,Pycnonotus nieuwenhuisii
species,orsbul2,Aceh Bulbul,Pycnonotus snouckaerti
species,orsbul3,Orange-spotted Bulbul,Pycnonotus bimaculatus
species,sttbul1,Stripe-throated Bulbul,Pycnonotus finlaysoni
species,yetbul1,Yellow-throated Bulbul,Pycnonotus xantholaemus
species,yeebul1,Yellow-eared Bulbul,Pycnonotus penicillatus
species,flabul1,Flavescent Bulbul,Pycnonotus flavescens
species,whbbul2,White-browed Bulbul,Pycnonotus luteolus
species,yevbul1,Yellow-vented Bulbul,Pycnonotus goiavier
species,olwbul1,Olive-winged Bulbul,Pycnonotus plumosus
species,asfbul1,Ashy-fronted Bulbul,Pycnonotus cinereifrons
species,crebul1,Cream-eyed Bulbul,Pycnonotus pseudosimplex
species,ayebul1,Ayeyarwady Bulbul,Pycnonotus blanfordi
species,stebul2,Streak-eared Bulbul,Pycnonotus conradi
species,crvbul1,Cream-vented Bulbul,Pycnonotus simplex
species,reebul1,Red-eyed Bulbul,Pycnonotus brunneus
species,habbul1,Hairy-backed Bulbul,Tricholestes criniger
species,hobbul1,Hook-billed Bulbul,Setornis criniger
species,finbul1,Finsch's Bulbul,Alophoixus finschii
species,yebbul2,Yellow-bellied Bulbul,Alophoixus phaeocephalus
species,gytbul1,Gray-throated Bulbul,Alophoixus frater
species,gycbul2,Gray-cheeked Bulbul,Alophoixus tephrogenys
species,ochbul3,Penan Bulbul,Alophoixus ruficrissus
species,gycbul3,Brown-cheeked Bulbul,Alophoixus bres
species,whtbul1,White-throated Bulbul,Alophoixus flaveolus
species,ochbul2,Ochraceous Bulbul,Alophoixus ochraceus
species,putbul1,Puff-throated Bulbul,Alophoixus pallidus
species,subbul1,Sulphur-bellied Bulbul,Iole palawanensis
species,buvbul1,Buff-vented Bulbul,Iole crypta
species,chabul1,Charlotte's Bulbul,Iole charlottae
species,gyebul1,Gray-eyed Bulbul,Iole propinqua
species,cacbul1,Cachar Bulbul,Iole cacharensis
species,olibul1,Olive Bulbul,Iole viridescens
species,yebbul3,Yellow-browed Bulbul,Iole indica
species,madbul1,Malagasy Bulbul,Hypsipetes madagascariensis
species,seybul1,Seychelles Bulbul,Hypsipetes crassirostris
species,combul1,Grand Comoro Bulbul,Hypsipetes parvirostris
species,mohbul1,Moheli Bulbul,Hypsipetes moheliensis
species,reubul1,Reunion Bulbul,Hypsipetes borbonicus
species,maubul1,Mauritius Bulbul,Hypsipetes olivaceus
species,blabul1,Black Bulbul,Hypsipetes leucocephalus
species,sqtbul1,Square-tailed Bulbul,Hypsipetes ganeesa
species,nicbul2,Nicobar Bulbul,Hypsipetes nicobariensis
species,whhbul1,White-headed Bulbul,Hypsipetes thompsoni
species,brebul1,Brown-eared Bulbul,Hypsipetes amaurotis
species,sangob1,Sangihe Golden-Bulbul,Hypsipetes platenae
species,toggob1,Togian Golden-Bulbul,Hypsipetes aureus
species,sulgob1,Sula Golden-Bulbul,Hypsipetes longirostris
species,halgob1,Halmahera Golden-Bulbul,Hypsipetes chloris
species,obigob1,Obi Golden-Bulbul,Hypsipetes lucasi
species,golbul4,Buru Golden-Bulbul,Hypsipetes mysticalis
species,golbul3,Seram Golden-Bulbul,Hypsipetes affinis
species,visbul1,Visayan Bulbul,Hypsipetes guimarasensis
species,zambul1,Zamboanga Bulbul,Hypsipetes rufigularis
species,yelbul1,Yellowish Bulbul,Hypsipetes everetti
species,minbul1,Mindoro Bulbul,Hypsipetes mindorensis
species,stbbul1,Streak-breasted Bulbul,Hypsipetes siquijorensis
species,phibul1,Philippine Bulbul,Hypsipetes philippinus
species,ashbul1,Ashy Bulbul,Hemixos flavala
species,cinbul1,Cinereous Bulbul,Hemixos cinereus
species,chebul1,Chestnut Bulbul,Hemixos castanonotus
species,moubul2,Mountain Bulbul,Ixos mcclellandii
species,sunbul2,Sunda Bulbul,Ixos virescens
species,strbul1,Streaked Bulbul,Ixos malaccensis
species,woowar,Wood Warbler,Phylloscopus sibilatrix
species,webwar1,Western Bonelli's Warbler,Phylloscopus bonelli
species,eabwar1,Eastern Bonelli's Warbler,Phylloscopus orientalis
species,astwar2,Ashy-throated Warbler,Phylloscopus maculipennis
species,bubwar1,Buff-barred Warbler,Phylloscopus pulcher
species,yebwar3,Yellow-browed Warbler,Phylloscopus inornatus
species,humwar1,Hume's Warbler,Phylloscopus humei
species,brlwar1,Brooks's Leaf Warbler,Phylloscopus subviridis
species,chilew1,Chinese Leaf Warbler,Phylloscopus yunnanensis
species,palwar5,Pallas's Leaf Warbler,Phylloscopus proregulus
species,ganlew1,Gansu Leaf Warbler,Phylloscopus kansuensis
species,parwar1,Lemon-rumped Warbler,Phylloscopus chloronotus
species,siclew1,Sichuan Leaf Warbler,Phylloscopus forresti
species,tylwar1,Tytler's Leaf Warbler,Phylloscopus tytleri
species,radwar1,Radde's Warbler,Phylloscopus schwarzi
species,yeswar1,Yellow-streaked Warbler,Phylloscopus armandii
species,subwar2,Sulphur-bellied Warbler,Phylloscopus griseolus
species,y00989,Tickell's Leaf Warbler,Phylloscopus affinis
species,duswar,Dusky Warbler,Phylloscopus fuscatus
species,smowar1,Smoky Warbler,Phylloscopus fuligiventer
species,pllwar2,Plain Leaf Warbler,Phylloscopus neglectus
species,butwar1,Buff-throated Warbler,Phylloscopus subaffinis
species,wlwwar,Willow Warbler,Phylloscopus trochilus
species,mouchi2,Mountain Chiffchaff,Phylloscopus sindianus
species,caichi1,Canary Islands Chiffchaff,Phylloscopus canariensis
species,comchi1,Common Chiffchaff,Phylloscopus collybita
species,ibechi2,Iberian Chiffchaff,Phylloscopus ibericus
species,letwar1,Lemon-throated Leaf Warbler,Phylloscopus cebuensis
species,phlwar1,Philippine Leaf Warbler,Phylloscopus olivaceus
species,eacwar1,Eastern Crowned Warbler,Phylloscopus coronatus
species,ijlwar1,Ijima's Leaf Warbler,Phylloscopus ijimae
species,brwwar1,Brown Woodland-Warbler,Phylloscopus umbrovirens
species,yetwow1,Yellow-throated Woodland-Warbler,Phylloscopus ruficapilla
species,rfwwar1,Red-faced Woodland-Warbler,Phylloscopus laetus
species,lauwow1,Laura's Woodland-Warbler,Phylloscopus laurae
species,bcwwar1,Black-capped Woodland-Warbler,Phylloscopus herberti
species,ugawow1,Uganda Woodland-Warbler,Phylloscopus budongoensis
species,whswar1,White-spectacled Warbler,Phylloscopus intermedius
species,gycwar2,Gray-cheeked Warbler,Phylloscopus poliogenys
species,goswar1,Green-crowned Warbler,Phylloscopus burkii
species,gycwar1,Gray-crowned Warbler,Phylloscopus tephrocephalus
species,whiwar2,Whistler's Warbler,Phylloscopus whistleri
species,biawar1,Bianchi's Warbler,Phylloscopus valentini
species,marwar4,Martens's Warbler,Phylloscopus omeiensis
species,pltwar1,Alström's Warbler,Phylloscopus soror
species,grnwar1,Green Warbler,Phylloscopus nitidus
species,grewar3,Greenish Warbler,Phylloscopus trochiloides
species,grewar2,Two-barred Warbler,Phylloscopus plumbeitarsus
species,emlwar1,Emei Leaf Warbler,Phylloscopus emeiensis
species,lblwar1,Large-billed Leaf Warbler,Phylloscopus magnirostris
species,pllwar1,Pale-legged Leaf Warbler,Phylloscopus tenellipes
species,salwar1,Sakhalin Leaf Warbler,Phylloscopus borealoides
species,arcwar3,Japanese Leaf Warbler,Phylloscopus xanthodryas
species,arcwar1,Arctic Warbler,Phylloscopus borealis
species,arcwar2,Kamchatka Leaf Warbler,Phylloscopus examinandus
species,chcwar2,Chestnut-crowned Warbler,Phylloscopus castaniceps
species,yebwar2,Yellow-breasted Warbler,Phylloscopus montis
species,sunwar1,Sunda Warbler,Phylloscopus grammiceps
species,limlew1,Limestone Leaf Warbler,Phylloscopus calciatilis
species,yevwar1,Yellow-vented Warbler,Phylloscopus cantator
species,subwar3,Sulphur-breasted Warbler,Phylloscopus ricketti
species,weclew1,Western Crowned Warbler,Phylloscopus occipitalis
species,blylew1,Blyth's Leaf Warbler,Phylloscopus reguloides
species,clalew1,Claudia's Leaf Warbler,Phylloscopus claudiae
species,harlew1,Hartert's Leaf Warbler,Phylloscopus goodsoni
species,gyhwar2,Gray-hooded Warbler,Phylloscopus xanthoschistos
species,davlew1,Davison's Leaf Warbler,Phylloscopus intensior
species,halwar1,Hainan Leaf Warbler,Phylloscopus hainanus
species,klolew1,Kloss's Leaf Warbler,Phylloscopus ogilviegranti
species,mouwar2,Mountain Leaf Warbler,Phylloscopus trivirgatus
species,mouwar4,Negros Leaf Warbler,Phylloscopus nigrorum
species,tilwar2,Timor Leaf Warbler,Phylloscopus presbytes
species,rolwar1,Rote Leaf Warbler,Phylloscopus rotiensis
species,sclwar1,Makira Leaf Warbler,Phylloscopus makirensis
species,sulwar1,Sulawesi Leaf Warbler,Phylloscopus nesophilus
species,sulwar3,Lompobattang Leaf Warbler,Phylloscopus sarasinorum
species,islwar1,Island Leaf Warbler,Phylloscopus poliocephalus
species,isllew9,Numfor Leaf Warbler,Phylloscopus maforensis
species,isllew10,Biak Leaf Warbler,Phylloscopus misoriensis
species,kullew1,Kolombangara Leaf Warbler,Phylloscopus amoenus
species,chcfly1,Chestnut-capped Flycatcher,Erythrocercus mccallii
species,yelfly2,Yellow Flycatcher,Erythrocercus holochlorus
species,livfly1,Livingstone's Flycatcher,Erythrocercus livingstonei
species,stswar1,Scrub Warbler,Scotocerca inquieta
species,neuwar1,Neumann's Warbler,Urosphena neumanni
species,pfbwar1,Pale-footed Bush Warbler,Urosphena pallidipes
species,timstu1,Timor Stubtail,Urosphena subulata
species,borstu1,Bornean Stubtail,Urosphena whiteheadi
species,asistu1,Asian Stubtail,Urosphena squameiceps
species,gybtes1,Gray-bellied Tesia,Tesia cyaniventer
species,slbtes1,Slaty-bellied Tesia,Tesia olivea
species,javtes1,Javan Tesia,Tesia superciliaris
species,ructes1,Russet-capped Tesia,Tesia everetti
species,ccbwar1,Chestnut-crowned Bush Warbler,Cettia major
species,gysbuw1,Gray-sided Bush Warbler,Cettia brunnifrons
species,chhtes1,Chestnut-headed Tesia,Cettia castaneocoronata
species,cetwar1,Cetti's Warbler,Cettia cetti
species,yebwar1,Yellow-bellied Warbler,Abroscopus superciliaris
species,rufwar1,Rufous-faced Warbler,Abroscopus albogularis
species,blfwar1,Black-faced Warbler,Abroscopus schisticeps
species,moutai2,Mountain Tailorbird,Phyllergates cucullatus
species,ruhtai2,Rufous-headed Tailorbird,Phyllergates heterolaemus
species,brbwar1,Broad-billed Warbler,Tickellia hodgsoni
species,phbwar1,Philippine Bush Warbler,Horornis seebohmi
species,jabwar,Japanese Bush Warbler,Horornis diphone
species,manbuw1,Manchurian Bush Warbler,Horornis canturians
species,pabwar1,Palau Bush Warbler,Horornis annae
species,tabwar1,Tanimbar Bush Warbler,Horornis carolinae
species,shawar1,Shade Warbler,Horornis parens
species,odedi1,Odedi,Horornis haddeni
species,fibwar1,Fiji Bush Warbler,Horornis ruficapilla
species,bfbwar1,Brownish-flanked Bush Warbler,Horornis fortipes
species,yebbuw2,Hume's Bush Warbler,Horornis brunnescens
species,ybbwar1,Yellowish-bellied Bush Warbler,Horornis acanthizoides
species,abbwar1,Aberrant Bush Warbler,Horornis flavolivaceus
species,wbtwar1,White-browed Tit-Warbler,Leptopoecile sophiae
species,crtwar1,Crested Tit-Warbler,Leptopoecile elegans
species,lottit1,Long-tailed Tit,Aegithalos caudatus
species,lottit5,Silver-throated Tit,Aegithalos glaucogularis
species,whctit1,White-cheeked Tit,Aegithalos leucogenys
species,blttit2,Black-throated Tit,Aegithalos concinnus
species,whttit1,White-throated Tit,Aegithalos niveogularis
species,bkbtit3,Black-browed Tit,Aegithalos iouschistos
species,sootit1,Sooty Tit,Aegithalos fuliginosus
species,pygtit1,Pygmy Tit,Aegithalos exilis
species,bushti,Bushtit,Psaltriparus minimus
species,blackc1,Eurasian Blackcap,Sylvia atricapilla
species,garwar1,Garden Warbler,Sylvia borin
species,dohthb1,Dohrn's Thrush-Babbler,Sylvia dohrni
species,abycat1,Abyssinian Catbird,Sylvia galinieri
species,busbla1,Bush Blackcap,Sylvia nigricapillus
species,afhbab1,African Hill Babbler,Sylvia abyssinica
species,afhbab3,Rwenzori Hill Babbler,Sylvia atriceps
species,barwar1,Barred Warbler,Curruca nisoria
species,laywar2,Layard's Warbler,Curruca layardi
species,banwar2,Banded Parisoma,Curruca boehmi
species,ruvwar2,Chestnut-vented Warbler,Curruca subcoerulea
species,leswhi4,Lesser Whitethroat,Curruca curruca
species,brnwar1,Brown Parisoma,Curruca lugens
species,yemwar1,Yemen Warbler,Curruca buryi
species,reswar1,Arabian Warbler,Curruca leucomelaena
species,weowar2,Western Orphean Warbler,Curruca hortensis
species,eaowar2,Eastern Orphean Warbler,Curruca crassirostris
species,afdwar1,African Desert Warbler,Curruca deserti
species,asdwar1,Asian Desert Warbler,Curruca nana
species,triwar1,Tristram's Warbler,Curruca deserticola
species,menwar1,Menetries's Warbler,Curruca mystacea
species,ruewar1,Rüppell's Warbler,Curruca ruppeli
species,cypwar1,Cyprus Warbler,Curruca melanothorax
species,sarwar1,Sardinian Warbler,Curruca melanocephala
species,subwar8,Moltoni's Warbler,Curruca subalpina
species,subwar6,Western Subalpine Warbler,Curruca iberiae
species,easwar1,Eastern Subalpine Warbler,Curruca cantillans
species,grewhi1,Greater Whitethroat,Curruca communis
species,spewar2,Spectacled Warbler,Curruca conspicillata
species,marwar1,Marmora's Warbler,Curruca sarda
species,darwar1,Dartford Warbler,Curruca undata
species,balwar1,Balearic Warbler,Curruca balearica
species,fitmyz1,Fire-tailed Myzornis,Myzornis pyrrhoura
species,rutbab1,Rufous-tailed Babbler,Moupinia poecilotis
species,gobful1,Golden-breasted Fulvetta,Lioparus chrysotis
species,yeebab1,Yellow-eyed Babbler,Chrysomma sinense
species,jerbab1,Jerdon's Babbler,Chrysomma altirostre
species,tarbab1,Tarim Babbler,Rhopophilus albosuperciliaris
species,beibab1,Beijing Babbler,Rhopophilus pekinensis
species,speful1,Spectacled Fulvetta,Fulvetta ruficapilla
species,indful1,Indochinese Fulvetta,Fulvetta danisi
species,chiful1,Chinese Fulvetta,Fulvetta striaticollis
species,ludful1,Brown-throated Fulvetta,Fulvetta ludlowi
species,whbful1,White-browed Fulvetta,Fulvetta vinipectus
species,sttful2,Streak-throated Fulvetta,Fulvetta manipurensis
species,sttful1,Gray-hooded Fulvetta,Fulvetta cinereiceps
species,taiful1,Taiwan Fulvetta,Fulvetta formosana
species,wrenti,Wrentit,Chamaea fasciata
species,reepar3,Reed Parrotbill,Calamornis heudei
species,blbpar2,Black-breasted Parrotbill,Paradoxornis flavirostris
species,spbpar1,Spot-breasted Parrotbill,Paradoxornis guttaticollis
species,grepar1,Great Parrotbill,Conostoma aemodium
species,bropar1,Brown Parrotbill,Cholornis unicolor
species,thtpar1,Three-toed Parrotbill,Cholornis paradoxus
species,gyhpar3,Gray-headed Parrotbill,Psittiparus gularis
species,bkhpar1,Black-headed Parrotbill,Psittiparus margaritae
species,ruhpar3,White-breasted Parrotbill,Psittiparus ruficeps
species,ruhpar2,Rufous-headed Parrotbill,Psittiparus bakeri
species,shtpar3,Short-tailed Parrotbill,Neosuthora davidiana
species,fulpar1,Fulvous Parrotbill,Suthora fulvifrons
species,bltpar1,Black-throated Parrotbill,Suthora nipalensis
species,golpar2,Golden Parrotbill,Suthora verreauxi
species,blbpar3,Pale-billed Parrotbill,Chleuasicus atrosuperciliaris
species,spepar2,Spectacled Parrotbill,Sinosuthora conspicillata
species,gyhpar4,Gray-hooded Parrotbill,Sinosuthora zappeyi
species,brwpar2,Brown-winged Parrotbill,Sinosuthora brunnea
species,vitpar1,Vinous-throated Parrotbill,Sinosuthora webbiana
species,astpar1,Ashy-throated Parrotbill,Sinosuthora alphonsiana
species,rutpar2,Rusty-throated Parrotbill,Sinosuthora przewalskii
species,whcyuh1,White-collared Yuhina,Parayuhina diademata
species,chcyuh1,Chestnut-crested Yuhina,Staphida everetti
species,stryuh1,Striated Yuhina,Staphida castaniceps
species,indyuh1,Indochinese Yuhina,Staphida torqueola
species,blcyuh1,Black-chinned Yuhina,Yuhina nigrimenta
species,taiyuh1,Taiwan Yuhina,Yuhina brunneiceps
species,whiyuh1,Whiskered Yuhina,Yuhina flavicollis
species,buryuh1,Burmese Yuhina,Yuhina humilis
species,whnyuh1,White-naped Yuhina,Yuhina bakeri
species,sttyuh1,Stripe-throated Yuhina,Yuhina gularis
species,ruvyuh1,Rufous-vented Yuhina,Yuhina occipitalis
species,fltbab1,Flame-templed Babbler,Dasycrotapha speciosa
species,vispyb1,Visayan Pygmy-Babbler,Dasycrotapha pygmaea
species,pygbab1,Mindanao Pygmy-Babbler,Dasycrotapha plateni
species,rucbab3,Rusty-crowned Babbler,Sterrhoptilus capitalis
species,gocbab1,Golden-crowned Babbler,Sterrhoptilus dennistouni
species,blcbab3,Black-crowned Babbler,Sterrhoptilus nigrocapitatus
species,pasbab1,Palawan Striped-Babbler,Zosterornis hypogrammicus
species,lusbab1,Luzon Striped-Babbler,Zosterornis striatus
species,chfbab1,Chestnut-faced Babbler,Zosterornis whiteheadi
species,pasbab2,Panay Striped-Babbler,Zosterornis latistriatus
species,nesbab1,Negros Striped-Babbler,Zosterornis nigrorum
species,goweye1,Golden White-eye,Cleptornis marchei
species,trweye1,Truk White-eye,Rukia ruki
species,lbweye2,Long-billed White-eye,Rukia longirostra
species,giweye1,Giant White-eye,Megazosterops palauensis
species,jgtwhe1,Javan Gray-throated White-eye,Heleia javanica
species,gyhwhe1,Gray-hooded White-eye,Heleia pinaiae
species,pyweye1,Pygmy White-eye,Heleia squamifrons
species,minwhe1,Mindanao White-eye,Heleia goodfellowi
species,sthwhe1,Streak-headed White-eye,Heleia squamiceps
species,whbwhe1,White-browed White-eye,Heleia superciliaris
species,dacwhe1,Dark-crowned White-eye,Heleia dohertyi
species,timwhe1,Timor White-eye,Heleia muelleri
species,flowhe1,Flores White-eye,Heleia crassirostris
species,ysweye1,Yellow-spectacled White-eye,Heleia wallacei
species,bonhon1,Bonin White-eye,Apalopteron familiare
species,rufwhe1,Rufescent White-eye,Tephrozosterops stalkeri
species,ceywhe1,Sri Lanka White-eye,Zosterops ceylonensis
species,yelwhe1,Yellowish White-eye,Zosterops nigrorum
species,bkcwhe1,Black-capped White-eye,Zosterops atricapilla
species,whbwhe3,Pale White-eye,Zosterops flavilateralis
species,brrwhe9,Mbulu White-eye,Zosterops mbuluensis
species,cfweye1,Chestnut-flanked White-eye,Zosterops erythropleurus
species,swiwhe1,Swinhoe's White-eye,Zosterops simplex
species,mouble1,Mountain Black-eye,Zosterops emiliae
species,warwhe1,Warbling White-eye,Zosterops japonicus
species,indwhe1,Indian White-eye,Zosterops palpebrosus
species,loweye2,Lowland White-eye,Zosterops meyeni
species,marwhe1,Marianne White-eye,Zosterops semiflavus
species,coweye1,Comoro White-eye,Zosterops mouroniensis
species,reuwhe1,Reunion White-eye,Zosterops olivaceus
species,mauwhe1,Mauritius White-eye,Zosterops chloronothos
species,maswhe2,Reunion Gray White-eye,Zosterops borbonicus
species,maswhe3,Mauritius Gray White-eye,Zosterops mauritianus
species,wbweye1,Abyssinian White-eye,Zosterops abyssinicus
species,abywhe1,Socotra White-eye,Zosterops socotranus
species,camspe1,Cameroon Speirops,Zosterops melanocephalus
species,afywhe1,Forest White-eye,Zosterops stenocricotus
species,afywhe3,Green White-eye,Zosterops stuhlmanni
species,brrwhe8,Kilimanjaro White-eye,Zosterops eurycricotus
species,fepspe1,Bioko Speirops,Zosterops brunneus
species,heuwhe2,Heuglin's White-eye,Zosterops poliogastrus
species,brrwhe3,Kikuyu White-eye,Zosterops kikuyuensis
species,satwhe1,Principe White-eye,Zosterops ficedulinus
species,anweye1,Annobon White-eye,Zosterops griseovirescens
species,satwhe2,Sao Tome White-eye,Zosterops feae
species,blcspe1,Black-capped Speirops,Zosterops lugubris
species,prispe1,Principe Speirops,Zosterops leucophaeus
species,brrwhe4,Taita White-eye,Zosterops silvanus
species,afywhe2,Northern Yellow White-eye,Zosterops senegalensis
species,capwhe6,Orange River White-eye,Zosterops pallidus
species,brrwhe10,South Pare White-eye,Zosterops winifredae
species,capwhe2,Cape White-eye,Zosterops virens
species,afywhe4,Southern Yellow White-eye,Zosterops anderssoni
species,peweye1,Pemba White-eye,Zosterops vaughani
species,seywhe1,Seychelles White-eye,Zosterops modestus
species,anjwhe1,Anjouan White-eye,Zosterops anjuanensis
species,mohwhe1,Moheli White-eye,Zosterops comorensis
species,madwhe1,Malagasy White-eye,Zosterops maderaspatanus
species,kirwhe1,Kirk's White-eye,Zosterops kirki
species,maywhe1,Mayotte White-eye,Zosterops mayottensis
species,aldwhe1,Aldabra White-eye,Zosterops aldabrensis
species,yebwhe1,Lemon-bellied White-eye,Zosterops chloris
species,merwhe1,Meratus White-eye,Zosterops meratusensis
species,lebwhe2,Wakatobi White-eye,Zosterops flavissimus
species,bcweye2,Black-crowned White-eye,Zosterops atrifrons
species,sanwhe1,Sangihe White-eye,Zosterops nehrkorni
species,togwhe1,Togian White-eye,Zosterops somadikartai
species,sulwhe1,Sulawesi White-eye,Zosterops consobrinorum
species,bkrwhe1,Black-ringed White-eye,Zosterops anomalus
species,bfweye1,Black-fronted White-eye,Zosterops minor
species,wtweye1,Tagula White-eye,Zosterops meeki
species,crtwhe1,Cream-throated White-eye,Zosterops atriceps
species,burwhe1,Buru White-eye,Zosterops buruensis
species,serwhe1,Seram White-eye,Zosterops stalkeri
species,jaweye2,Javan White-eye,Zosterops flavus
species,asbwhe1,Ashy-bellied White-eye,Zosterops citrinella
species,ayweye3,Australian Yellow White-eye,Zosterops luteus
species,silver3,Silvereye,Zosterops lateralis
species,humwhe1,Hume's White-eye,Zosterops auriventer
species,sanwhe2,Sangkar White-eye,Zosterops melanurus
species,evweye1,Everett's White-eye,Zosterops everetti
species,baweye2,Banded White-eye,Zosterops vellalavella
species,sacwhe1,Santa Cruz White-eye,Zosterops sanctaecrucis
species,capwhe3,Capped White-eye,Zosterops fuscicapilla
species,yfweye1,Yellow-fronted White-eye,Zosterops flavifrons
species,beweye1,Bare-eyed White-eye,Zosterops superciliosus
species,saweye2,Sanford's White-eye,Zosterops lacertosus
species,vanwhe1,Vanikoro White-eye,Zosterops gibbsi
species,laweye1,Layard's White-eye,Zosterops explorator
species,bhweye1,Black-headed White-eye,Zosterops hypoxanthus
species,biweye1,Biak White-eye,Zosterops mysorensis
species,gytwhe1,Gray-throated White-eye,Zosterops rendovae
species,yapwhe1,Yap White-eye,Zosterops oleagineus
species,duweye1,Dusky White-eye,Zosterops finschii
species,pohwhe1,Pohnpei White-eye,Zosterops ponapensis
species,koswhe1,Kosrae White-eye,Zosterops cinereus
species,rotwhe1,Rota White-eye,Zosterops rotensis
species,ytweye1,Yellow-throated White-eye,Zosterops metcalfii
species,maweye2,Malaita White-eye,Zosterops stresemanni
species,ngweye1,New Guinea White-eye,Zosterops novaeguineae
species,ambwhe1,Ambon White-eye,Zosterops kuehni
species,grkwhe1,Great Kai White-eye,Zosterops grayi
species,spweye2,Splendid White-eye,Zosterops luteirostris
species,likwhe1,Little Kai White-eye,Zosterops uropygialis
species,gaweye1,Ganongga White-eye,Zosterops splendidus
species,soiwhe2,Solomons White-eye,Zosterops kulambangrae
species,soiwhe3,Dark-eyed White-eye,Zosterops tetiparius
species,ciweye2,Christmas Island White-eye,Zosterops natalis
species,brweye1,Bridled White-eye,Zosterops conspicillatus
species,ciweye1,Caroline Islands White-eye,Zosterops semperi
species,plweye1,Plain White-eye,Zosterops hypolais
species,loweye1,Louisiade White-eye,Zosterops griseotinctus
species,kulwhe1,Kolombangara White-eye,Zosterops murphyi
species,llweye1,Large Lifou White-eye,Zosterops inornatus
species,wcweye1,White-chested White-eye,Zosterops albogularis
species,saweye1,Samoan White-eye,Zosterops samoensis
species,robwhe1,Robust White-eye,Zosterops strenuus
species,sbweye1,Slender-billed White-eye,Zosterops tenuirostris
species,slweye1,Small Lifou White-eye,Zosterops minutus
species,gnbwhe1,Green-backed White-eye,Zosterops xanthochroa
species,reweye1,Rennell White-eye,Zosterops rennellianus
species,chcbab1,Chestnut-capped Babbler,Timalia pileata
species,tabbab1,Tawny-bellied Babbler,Dumetia hyperythra
species,dafbab1,Dark-fronted Babbler,Dumetia atriceps
species,gyftib1,Gray-faced Tit-Babbler,Mixornis kelleyi
species,gyctib1,Gray-cheeked Tit-Babbler,Mixornis flavicollis
species,gyctib3,Kangean Tit-Babbler,Mixornis prillwitzi
species,sttbab1,Pin-striped Tit-Babbler,Mixornis gularis
species,bostib1,Bold-striped Tit-Babbler,Mixornis bornensis
species,fbtbab1,Fluffy-backed Tit-Babbler,Macronus ptilosus
species,brtbab1,Brown Tit-Babbler,Macronus striaticeps
species,golbab1,Golden Babbler,Cyanoderma chrysaeum
species,chwbab1,Chestnut-winged Babbler,Cyanoderma erythropterum
species,chwbab3,Gray-hooded Babbler,Cyanoderma bicolor
species,crcbab1,Crescent-chested Babbler,Cyanoderma melanothorax
species,rufbab2,Rufous-fronted Babbler,Cyanoderma rufifrons
species,blcbab2,Black-chinned Babbler,Cyanoderma pyrrhops
species,rucbab1,Rufous-capped Babbler,Cyanoderma ruficeps
species,bucbab1,Buff-chested Babbler,Cyanoderma ambiguum
species,rtwbab1,Rufous-throated Wren-Babbler,Spelaeornis caudatus
species,miswrb1,Mishmi Wren-Babbler,Spelaeornis badeigularis
species,bwwbab1,Bar-winged Wren-Babbler,Spelaeornis troglodytoides
species,patwrb1,Pale-throated Wren-Babbler,Spelaeornis kinneari
species,ltwbab1,Naga Wren-Babbler,Spelaeornis chocolatinus
species,chhwrb1,Chin Hills Wren-Babbler,Spelaeornis oatesi
species,tbwbab1,Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus
species,gybwrb1,Gray-bellied Wren-Babbler,Spelaeornis reptatus
species,blalau1,Black Laughingthrush,Melanocichla lugubris
species,bahlau1,Bare-headed Laughingthrush,Melanocichla calva
species,cobscb1,Black-crowned Scimitar-Babbler,Pomatorhinus ferruginosus
species,bncscb1,Brown-crowned Scimitar-Babbler,Pomatorhinus phayrei
species,rbsbab1,Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps
species,sbsbab1,Slender-billed Scimitar-Babbler,Pomatorhinus superciliaris
species,sbsbab3,Streak-breasted Scimitar-Babbler,Pomatorhinus ruficollis
species,taiscb1,Taiwan Scimitar-Babbler,Pomatorhinus musicus
species,wbsbab1,White-browed Scimitar-Babbler,Pomatorhinus schisticeps
species,insbab1,Indian Scimitar-Babbler,Pomatorhinus horsfieldii
species,srlscb1,Sri Lanka Scimitar-Babbler,Pomatorhinus melanurus
species,chbscb2,Sunda Scimitar-Babbler,Pomatorhinus bornensis
species,chbscb1,Javan Scimitar-Babbler,Pomatorhinus montanus
species,lasbab1,Large Scimitar-Babbler,Erythrogenys hypoleucos
species,rcsbab1,Rusty-cheeked Scimitar-Babbler,Erythrogenys erythrogenys
species,spbscb1,Spot-breasted Scimitar-Babbler,Erythrogenys mcclellandi
species,bksscb1,Black-streaked Scimitar-Babbler,Erythrogenys gravivox
species,gysscb1,Gray-sided Scimitar-Babbler,Erythrogenys swinhoei
species,sbsbab2,Black-necklaced Scimitar-Babbler,Erythrogenys erythrocnemis
